CouLo_Name,CouPC_PostCode
Magrelos,4625-177
Magrelos,4625-178
Magrelos,4625-179
Magrelos,4625-180
Magrelos,4625-181
Magrelos,4625-182
Magrelos,4625-183
Magrelos,4625-184
Magrelos,4625-185
Magrelos,4625-186
Magrelos,4625-187
Magrelos,4625-188
Magueija,5100-601
Magueija,5100-602
Magueija,5100-603
Magueija,5100-604
Magueija,5100-605
Magueija,5100-606
Magueija,5100-607
Magueija,5100-608
Magueija,5100-609
Magueija,5100-610
Magueija,5100-611
Maia,4470-025
Maia,4470-026
Maia,4470-128
Maia,4470-129
Maia,4470-130
Maia,4470-131
Maia,4470-133
Maia,4470-134
Maia,4470-135
Maia,4470-136
Maia,4470-137
Maia,4470-138
Maia,4470-139
Maia,4470-140
Maia,4470-141
Maia,4470-142
Maia,4470-143
Maia,4470-145
Maia,4470-146
Maia,4470-147
Maia,4470-148
Maia,4470-149
Maia,4470-150
Maia,4470-151
Maia,4470-152
Maia,4470-153
Maia,4470-154
Maia,4470-155
Maia,4470-156
Maia,4470-157
Maia,4470-158
Maia,4470-159
Maia,4470-160
Maia,4470-161
Maia,4470-162
Maia,4470-163
Maia,4470-166
Maia,4470-168
Maia,4470-169
Maia,4470-170
Maia,4470-171
Maia,4470-172
Maia,4470-173
Maia,4470-174
Maia,4470-175
Maia,4470-176
Maia,4470-177
Maia,4470-178
Maia,4470-179
Maia,4470-180
Maia,4470-181
Maia,4470-182
Maia,4470-183
Maia,4470-184
Maia,4470-185
Maia,4470-186
Maia,4470-187
Maia,4470-188
Maia,4470-189
Maia,4470-191
Maia,4470-193
Maia,4470-194
Maia,4470-196
Maia,4470-198
Maia,4470-199
Maia,4470-200
Maia,4470-201
Maia,4470-202
Maia,4470-203
Maia,4470-204
Maia,4470-205
Maia,4470-206
Maia,4470-207
Maia,4470-208
Maia,4470-209
Maia,4470-211
Maia,4470-212
Maia,4470-213
Maia,4470-214
Maia,4470-215
Maia,4470-216
Maia,4470-217
Maia,4470-218
Maia,4470-220
Maia,4470-221
Maia,9625-301
Maia,9625-302
Maia,9625-303
Maia,9625-304
Maia,9625-305
Maia,9625-321
Maia,9625-322
Maia,9625-323
Maia,9625-324
Maia,9625-325
Maia,9625-326
Maia,9625-327
Maia,9625-328
Maia,9625-329
Maia,9625-330
Maia,9625-331
Maia,9625-332
Maia,9625-333
Maia,9625-334
Maia,9625-335
Maia,9625-336
Maia,9625-337
Maia,9625-339
Maia,9625-340
Maia,9625-341
Maia,9625-342
Maia,9625-343
Maia,9625-344
Maia,9625-345
Maia,9625-347
Maia,9625-348
Maia,9625-349
Maia,9625-350
Maia,9625-351
Maia,9625-352
Maia,9625-380
Maia,9625-391
Maiorca,3080-465
Maiorca,3080-466
Maiorca,3080-467
Maiorca,3080-468
Maiorca,3080-469
Maiorca,3080-470
Maiorca,3080-471
Maiorca,3080-472
Maiorca,3080-473
Maiorca,3080-474
Maiorca,3080-475
Maiorca,3080-476
Maiorca,3080-477
Maiorca,3080-478
Maiorca,3080-479
Maiorca,3080-480
Maiorca,3080-481
Maiorca,3080-482
Maiorca,3080-483
Maiorga,2460-521
Maiorga,2460-522
Maiorga,2460-523
Maiorga,2460-524
Maiorga,2460-525
Maiorga,2460-526
Maiorga,2460-531
Maiorga,2460-532
Maiorga,2460-533
Maiorga,2460-534
Maiorga,2460-535
Maiorga,2460-536
Maiorga,2460-537
Maiorga,2460-538
Maiorga,2460-539
Maiorga,2460-540
Maiorga,2460-541
Maiorga,2460-542
Maiorga,2460-543
Maiorga,2460-544
Maiorga,2460-545
Maiorga,2460-546
Maiorga,2460-547
Maiorga,2460-548
Maiorga,2460-549
Maiorga,2460-550
Maiorga,2460-551
Maiorga,2460-552
Maiorga,2460-553
Maiorga,2460-554
Maiorga,2460-555
Maiorga,2460-556
Maiorga,2460-557
Maiorga,2460-558
Maiorga,2460-559
Maiorga,2460-560
Maiorga,2460-561
Maiorga,2460-562
Maiorga,2460-563
Maiorga,2460-564
Maiorga,2460-565
Maiorga,2460-566
Maiorga,2460-567
Maiorga,2460-568
Maiorga,2460-569
Maiorga,2460-570
Maiorga,2460-571
Maiorga,2460-572
Maiorga,2460-573
Maiorga,2460-574
Maiorga,2460-575
Maiorga,2460-576
Maiorga,2460-577
Maiorga,2460-580
Mairos,5400-640
Malaqueijo,2040-531
Malaqueijo,2040-533
Malaqueijo,2040-534
Malaqueijo,2040-535
Malcata,6320-181
Malhada Sorda,6355-080
Malhadas,5210-150
Malhou,2380-501
Malhou,2380-502
Malhou,2380-503
Malhou,2380-504
Malhou,2380-505
Malhou,2380-506
Malhou,2380-507
Malhou,2380-508
Malhou,2380-509
Malhou,2380-510
Malhou,2380-511
Malhou,2380-512
Malhou,2380-513
Malhou,2380-514
Malhou,2380-515
Malhou,2380-516
Malhou,2380-517
Malhou,2380-518
Malhou,2380-519
Malhou,2380-520
Malhou,2380-521
Malhou,2380-522
Malhou,2380-523
Malhou,2380-524
Malhou,2380-525
Malhou,2380-526
Malhou,2380-527
Malhou,2380-528
Malhou,2380-529
Malhou,2380-530
Malhou,2380-531
Malhou,2380-532
Malhou,2380-534
Malhou,2380-535
Malhou,2380-536
Malhou,2380-537
Malhou,2380-538
Malhou,2380-539
Malhou,2380-540
Malhou,2380-541
Malhou,2380-542
Malhou,2380-543
Malhou,2380-544
Malhou,2380-545
Malhou,2380-546
Malhou,2380-547
Malhou,2380-550
Malpartida,6350-091
Malpica do Tejo,6000-560
Malta,4485-431
Malta,4485-432
Malta,4485-433
Malta,4485-434
Malta,4485-435
Malta,4485-436
Malta,4485-437
Malta,4485-438
Malta,4485-439
Malta,4485-440
Malta,4485-441
Malta,4485-442
Malta,4485-443
Malta,4485-444
Malta,4485-445
Malta,4485-446
Malta,4485-447
Malta,4485-449
Malta,4485-450
Malta,4485-451
Malta,4485-452
Malta,4485-453
Malta,4485-454
Malta,4485-455
Malta,4485-456
Malta,4485-457
Malta,4485-458
Malta,4485-459
Malveira,2665-191
Malveira,2665-192
Malveira,2665-193
Malveira,2665-194
Malveira,2665-195
Malveira,2665-196
Malveira,2665-197
Malveira,2665-198
Malveira,2665-200
Malveira,2665-201
Malveira,2665-202
Malveira,2665-203
Malveira,2665-204
Malveira,2665-205
Malveira,2665-206
Malveira,2665-207
Malveira,2665-211
Malveira,2665-212
Malveira,2665-213
Malveira,2665-214
Malveira,2665-215
Malveira,2665-216
Malveira,2665-217
Malveira,2665-218
Malveira,2665-219
Malveira,2665-220
Malveira,2665-221
Malveira,2665-222
Malveira,2665-223
Malveira,2665-224
Malveira,2665-225
Malveira,2665-226
Malveira,2665-227
Malveira,2665-228
Malveira,2665-229
Malveira,2665-230
Malveira,2665-231
Malveira,2665-232
Malveira,2665-233
Malveira,2665-234
Malveira,2665-235
Malveira,2665-236
Malveira,2665-237
Malveira,2665-238
Malveira,2665-239
Malveira,2665-240
Malveira,2665-241
Malveira,2665-242
Malveira,2665-243
Malveira,2665-244
Malveira,2665-245
Malveira,2665-246
Malveira,2665-247
Malveira,2665-248
Malveira,2665-249
Malveira,2665-250
Malveira,2665-251
Malveira,2665-252
Malveira,2665-253
Malveira,2665-254
Malveira,2665-255
Malveira,2665-256
Malveira,2665-258
Malveira,2665-259
Malveira,2665-260
Malveira,2665-261
Malveira,2665-262
Malveira,2665-263
Malveira,2665-264
Malveira,2665-266
Malveira,2665-267
Malveira,2665-268
Malveira,2665-269
Malveira,2665-270
Malveira,2665-271
Malveira,2665-290
Malveira,2665-291
Malveira,2665-292
Mamarrosa,3770-031
Mamarrosa,3770-032
Mamarrosa,3770-033
Mamarrosa,3770-034
Mamarrosa,3770-035
Mamarrosa,3770-036
Mamarrosa,3770-037
Mamarrosa,3770-038
Mamouros,3600-391
Mamouros,3600-392
Mamouros,3600-394
Mamouros,3600-395
Mamouros,3600-396
Mamouros,3600-397
Mamouros,3600-398
Mancelos,4605-101
Mancelos,4605-102
Mancelos,4605-103
Mancelos,4605-104
Mancelos,4605-105
Mancelos,4605-106
Mancelos,4605-107
Mancelos,4605-108
Mancelos,4605-110
Mancelos,4605-111
Mancelos,4605-112
Mancelos,4605-113
Mancelos,4605-114
Mancelos,4605-115
Mancelos,4605-116
Mancelos,4605-117
Mancelos,4605-118
Mancelos,4605-119
Mancelos,4605-120
Mancelos,4605-121
Mancelos,4605-122
Mancelos,4605-123
Mancelos,4605-124
Mancelos,4605-125
Mancelos,4605-126
Mancelos,4605-127
Mancelos,4605-128
Mancelos,4605-129
Mancelos,4605-130
Mancelos,4605-131
Mancelos,4605-132
Mancelos,4605-133
Mancelos,4605-134
Mancelos,4605-135
Mancelos,4605-136
Mancelos,4605-137
Mancelos,4605-138
Mancelos,4605-139
Mancelos,4605-140
Mancelos,4605-141
Mancelos,4605-142
Mancelos,4605-143
Mancelos,4605-144
Mancelos,4605-145
Mancelos,4605-146
Mancelos,4605-147
Mancelos,4605-148
Mancelos,4605-149
Mancelos,4605-150
Mancelos,4605-151
Mancelos,4605-152
Mancelos,4605-153
Mancelos,4605-154
Mancelos,4605-155
Mancelos,4605-156
Mancelos,4605-157
Mancelos,4605-158
Mancelos,4605-159
Mancelos,4605-160
Mancelos,4605-161
Mancelos,4605-162
Mancelos,4605-163
Mancelos,4605-164
Mancelos,4605-165
Mancelos,4605-166
Mancelos,4605-167
Mancelos,4605-168
Mancelos,4605-169
Mancelos,4605-170
Mancelos,4605-171
Mancelos,4605-172
Mancelos,4605-173
Mancelos,4605-174
Mangualde,3534-001
Mangualde,3534-002
Mangualde,3534-004
Mangualde,3534-005
Mangualde,3534-006
Mangualde,3530-100
Mangualde,3530-101
Mangualde,3530-103
Mangualde,3530-104
Mangualde,3530-105
Mangualde,3530-106
Mangualde,3530-107
Mangualde,3530-108
Mangualde,3530-110
Mangualde,3530-111
Mangualde,3530-112
Mangualde,3530-113
Mangualde,3530-114
Mangualde,3530-115
Mangualde,3530-116
Mangualde,3530-117
Mangualde,3530-118
Mangualde,3530-119
Mangualde,3530-120
Mangualde,3530-121
Mangualde,3530-123
Mangualde,3530-125
Mangualde,3530-126
Mangualde,3530-127
Mangualde,3530-128
Mangualde,3530-129
Mangualde,3530-130
Mangualde,3530-131
Mangualde,3530-132
Mangualde,3530-133
Mangualde,3530-134
Mangualde,3530-135
Mangualde,3530-136
Mangualde,3530-137
Mangualde,3530-138
Mangualde,3530-139
Mangualde,3530-140
Mangualde,3530-141
Mangualde,3530-143
Mangualde,3530-144
Mangualde,3530-145
Mangualde,3530-146
Mangualde,3530-147
Mangualde,3530-149
Mangualde,3530-150
Mangualde,3530-151
Mangualde,3530-152
Mangualde,3530-154
Mangualde,3530-155
Mangualde,3530-156
Mangualde,3530-157
Mangualde,3530-158
Mangualde,3530-159
Mangualde,3530-160
Mangualde,3530-161
Mangualde,3530-162
Mangualde,3530-163
Mangualde,3530-164
Mangualde,3530-165
Mangualde,3530-166
Mangualde,3530-167
Mangualde,3530-168
Mangualde,3530-169
Mangualde,3530-170
Mangualde,3530-171
Mangualde,3530-172
Mangualde,3530-173
Mangualde,3530-174
Mangualde,3530-175
Mangualde,3530-176
Mangualde,3530-177
Mangualde,3530-178
Mangualde,3530-179
Mangualde,3530-180
Mangualde,3530-181
Mangualde,3530-182
Mangualde,3530-183
Mangualde,3530-184
Mangualde,3530-185
Mangualde,3530-186
Mangualde,3530-187
Mangualde,3530-188
Mangualde,3530-189
Mangualde,3530-190
Mangualde,3530-191
Mangualde,3530-192
Mangualde,3530-193
Mangualde,3530-194
Mangualde,3530-195
Mangualde,3530-196
Mangualde,3530-197
Mangualde,3530-198
Mangualde,3530-199
Mangualde,3530-200
Mangualde,3530-201
Mangualde,3530-202
Mangualde,3530-203
Mangualde,3530-204
Mangualde,3530-205
Mangualde,3530-206
Mangualde,3530-207
Mangualde,3530-208
Mangualde,3530-209
Mangualde,3530-210
Mangualde,3530-211
Mangualde,3530-212
Mangualde,3530-213
Mangualde,3530-214
Mangualde,3530-215
Mangualde,3530-216
Mangualde,3530-217
Mangualde,3530-218
Mangualde,3530-219
Mangualde,3530-220
Mangualde,3530-221
Mangualde,3530-222
Mangualde,3530-223
Mangualde,3530-224
Mangualde,3530-225
Mangualde,3530-226
Mangualde,3530-227
Mangualde,3530-228
Mangualde,3530-229
Mangualde,3530-230
Mangualde,3530-231
Mangualde,3530-232
Mangualde,3530-233
Mangualde,3530-234
Mangualde,3530-235
Mangualde,3530-236
Mangualde,3530-237
Mangualde,3530-239
Mangualde,3530-240
Mangualde,3530-241
Mangualde,3530-242
Mangualde,3530-243
Mangualde,3530-244
Mangualde,3530-245
Mangualde,3530-246
Mangualde,3530-247
Mangualde,3530-248
Mangualde,3530-249
Mangualde,3530-250
Mangualde,3530-251
Mangualde,3530-252
Mangualde,3530-253
Mangualde,3530-254
Mangualde,3530-255
Mangualde,3530-256
Mangualde,3530-257
Mangualde,3530-258
Mangualde,3530-259
Mangualde,3530-260
Mangualde,3530-271
Mangualde,3530-272
Mangualde,3530-273
Mangualde,3530-274
Mangualde,3530-275
Mangualde,3530-276
Mangualde,3530-277
Mangualde,3530-278
Mangualde,3530-281
Mangualde,3530-282
Mangualde,3530-283
Mangualde,3530-284
Mangualde,3530-285
Mangualde da Serra,6290-111
Manhente,4750-551
Manhente,4750-552
Manhente,4750-553
Manhente,4750-554
Manhente,4750-555
Manhente,4750-556
Manhente,4750-557
Manhente,4750-558
Manhente,4750-559
Manhente,4750-560
Manhente,4750-561
Manhente,4750-562
Manhente,4750-563
Manhouce,3660-131
Manhouce,3660-132
Manhouce,3660-133
Manhouce,3660-134
Manhouce,3660-135
Manhouce,3660-136
Manhouce,3660-137
Manhouce,3660-138
Manhouce,3660-139
Manhouce,3660-140
Manhouce,3660-141
Manhouce,3660-142
Manhouce,3660-143
Manhouce,3660-144
Manhouce,3660-145
Manhouce,3660-146
Manhouce,3660-147
Manhouce,3660-148
Manhouce,3660-149
Manhouce,3660-150
Manhouce,3660-151
Manhuncelos,4630-146
Manhuncelos,4630-147
Manhuncelos,4630-148
Manhuncelos,4630-149
Manhuncelos,4630-150
Manhuncelos,4630-151
Manhuncelos,4630-152
Manhuncelos,4630-153
Manhuncelos,4630-154
Manhuncelos,4630-155
Manhuncelos,4630-156
Manhuncelos,4630-157
Manhuncelos,4630-158
Manhuncelos,4630-159
Manhuncelos,4630-160
Manhuncelos,4630-161
Manhuncelos,4630-162
Manhuncelos,4630-163
Manhuncelos,4630-164
Manhuncelos,4630-165
Manhuncelos,4630-166
Manhuncelos,4630-167
Manhuncelos,4630-168
Manhuncelos,4630-169
Manhuncelos,4630-170
Manhuncelos,4630-171
Manhuncelos,4630-172
Manhuncelos,4630-173
Manhuncelos,4630-174
Manhuncelos,4630-175
Manhuncelos,4630-176
Manhuncelos,4630-177
Manhuncelos,4630-178
Manhuncelos,4630-179
Manhuncelos,4630-180
Manhuncelos,4630-181
Manhuncelos,4630-182
Manhuncelos,4630-183
Manigoto,6400-251
Manique do Intendente,2065-311
Manique do Intendente,2065-312
Manique do Intendente,2065-315
Manique do Intendente,2065-316
Manique do Intendente,2065-317
Manique do Intendente,2065-318
Manique do Intendente,2065-319
Manique do Intendente,2065-320
Manique do Intendente,2065-321
Manique do Intendente,2065-322
Manique do Intendente,2065-323
Manique do Intendente,2065-324
Manique do Intendente,2065-325
Manique do Intendente,2065-326
Manique do Intendente,2065-327
Manique do Intendente,2065-328
Manique do Intendente,2065-329
Manique do Intendente,2065-330
Manique do Intendente,2065-331
Manique do Intendente,2065-332
Manique do Intendente,2065-333
Manique do Intendente,2065-334
Manique do Intendente,2065-335
Manique do Intendente,2065-336
Manique do Intendente,2065-337
Manique do Intendente,2065-338
Manique do Intendente,2065-339
Manique do Intendente,2065-340
Manique do Intendente,2065-341
Manique do Intendente,2065-342
Manique do Intendente,2065-343
Manique do Intendente,2065-344
Manique do Intendente,2065-345
Manique do Intendente,2065-347
Manique do Intendente,2065-348
Manique do Intendente,2065-349
Manique do Intendente,2065-350
Manique do Intendente,2065-351
Manique do Intendente,2065-352
Manique do Intendente,2065-353
Manique do Intendente,2065-354
Manique do Intendente,2065-355
Manique do Intendente,2065-356
Manique do Intendente,2065-357
Manique do Intendente,2065-358
Manique do Intendente,2065-359
Manique do Intendente,2065-360
Manique do Intendente,2065-361
Manique do Intendente,2065-362
Manique do Intendente,2065-363
Manique do Intendente,2065-364
Manique do Intendente,2065-381
Mansores,4540-411
Mansores,4540-412
Mansores,4540-413
Mansores,4540-414
Mansores,4540-415
Mansores,4540-416
Mansores,4540-417
Mansores,4540-418
Mansores,4540-419
Mansores,4540-420
Mansores,4540-421
Mansores,4540-422
Mansores,4540-423
Mar,4740-511
Mar,4740-512
Maranhão,7480-371
Maranhão,7480-372
Maranhão,7480-373
Marateca,2965-501
Marateca,2965-531
Marateca,2965-532
Marateca,2965-533
Marateca,2965-534
Marateca,2965-536
Marateca,2965-537
Marateca,2965-538
Marateca,2965-539
Marateca,2965-540
Marateca,2965-551
Marateca,2965-552
Marateca,2965-553
Marateca,2965-554
Marateca,2965-555
Marateca,2965-556
Marateca,2965-557
Marateca,2965-558
Marateca,2965-559
Marateca,2965-560
Marateca,2965-561
Marateca,2965-562
Marateca,2965-563
Marateca,2965-564
Marateca,2965-565
Marateca,2965-566
Marateca,2965-567
Marateca,2965-568
Marateca,2965-569
Marateca,2965-570
Marateca,2965-571
Marateca,2965-572
Marateca,2965-573
Marateca,2965-574
Marateca,2965-575
Marateca,2965-576
Marateca,2965-577
Marateca,2965-578
Marateca,2965-579
Marateca,2965-580
Marateca,2965-581
Marateca,2965-582
Marateca,2965-583
Marateca,2965-584
Marateca,2965-585
Marateca,2965-586
Marateca,2965-587
Marateca,2965-588
Marateca,2965-589
Marateca,2965-590
Marateca,2965-601
Marateca,2965-611
Marateca,2965-621
Marateca,2965-631
Marateca,2965-651
Marateca,2965-661
Marateca,2965-671
Marateca,2965-681
Marateca,2965-691
Mareco,3550-200
Marecos,4560-221
Marecos,4560-222
Marecos,4560-223
Margaride Santa Eulália,4610-101
Margaride Santa Eulália,4610-102
Margaride Santa Eulália,4610-103
Margaride Santa Eulália,4610-104
Margaride Santa Eulália,4610-105
Margaride Santa Eulália,4610-106
Margaride Santa Eulália,4610-107
Margaride Santa Eulália,4610-108
Margaride Santa Eulália,4610-109
Margaride Santa Eulália,4610-110
Margaride Santa Eulália,4610-111
Margaride Santa Eulália,4610-112
Margaride Santa Eulália,4610-113
Margaride Santa Eulália,4610-114
Margaride Santa Eulália,4610-115
Margaride Santa Eulália,4610-116
Margaride Santa Eulália,4610-117
Margaride Santa Eulália,4610-118
Margaride Santa Eulália,4610-119
Margaride Santa Eulália,4610-120
Margaride Santa Eulália,4610-121
Margaride Santa Eulália,4610-122
Margaride Santa Eulália,4610-123
Margaride Santa Eulália,4610-124
Margaride Santa Eulália,4610-125
Margaride Santa Eulália,4610-126
Margaride Santa Eulália,4610-127
Margaride Santa Eulália,4610-128
Margaride Santa Eulália,4610-129
Margaride Santa Eulália,4610-130
Margaride Santa Eulália,4610-131
Margaride Santa Eulália,4610-132
Margaride Santa Eulália,4610-133
Margaride Santa Eulália,4610-134
Margaride Santa Eulália,4610-135
Margaride Santa Eulália,4610-136
Margaride Santa Eulália,4610-137
Margaride Santa Eulália,4610-138
Margaride Santa Eulália,4610-139
Margaride Santa Eulália,4610-140
Margaride Santa Eulália,4610-141
Margaride Santa Eulália,4610-142
Margaride Santa Eulália,4610-143
Margaride Santa Eulália,4610-144
Margaride Santa Eulália,4610-145
Margaride Santa Eulália,4610-146
Margaride Santa Eulália,4610-147
Margaride Santa Eulália,4610-148
Margaride Santa Eulália,4610-149
Margaride Santa Eulália,4610-150
Margaride Santa Eulália,4610-151
Margaride Santa Eulália,4610-152
Margaride Santa Eulália,4610-153
Margaride Santa Eulália,4610-154
Margaride Santa Eulália,4610-155
Margaride Santa Eulália,4610-156
Margaride Santa Eulália,4610-157
Margaride Santa Eulália,4610-158
Margaride Santa Eulália,4610-159
Margaride Santa Eulália,4610-160
Margaride Santa Eulália,4610-161
Margaride Santa Eulália,4610-162
Margaride Santa Eulália,4610-163
Margaride Santa Eulália,4610-164
Margaride Santa Eulália,4610-165
Margaride Santa Eulália,4610-166
Margaride Santa Eulália,4610-167
Margaride Santa Eulália,4610-168
Margaride Santa Eulália,4610-169
Margaride Santa Eulália,4610-170
Margaride Santa Eulália,4610-171
Margaride Santa Eulália,4610-172
Margaride Santa Eulália,4610-173
Margaride Santa Eulália,4610-174
Margaride Santa Eulália,4610-175
Margaride Santa Eulália,4610-176
Margaride Santa Eulália,4610-177
Margaride Santa Eulália,4610-178
Margaride Santa Eulália,4610-179
Margaride Santa Eulália,4610-180
Margaride Santa Eulália,4610-181
Margaride Santa Eulália,4610-182
Margaride Santa Eulália,4610-183
Margaride Santa Eulália,4610-184
Margaride Santa Eulália,4610-185
Margaride Santa Eulália,4610-186
Margaride Santa Eulália,4610-187
Margaride Santa Eulália,4610-188
Margaride Santa Eulália,4610-189
Margaride Santa Eulália,4610-190
Margaride Santa Eulália,4610-191
Margaride Santa Eulália,4610-192
Margaride Santa Eulália,4610-193
Margaride Santa Eulália,4610-194
Margaride Santa Eulália,4610-195
Margaride Santa Eulália,4610-196
Margaride Santa Eulália,4610-197
Margaride Santa Eulália,4610-198
Margaride Santa Eulália,4610-199
Margaride Santa Eulália,4610-200
Margaride Santa Eulália,4610-201
Margaride Santa Eulália,4610-202
Margaride Santa Eulália,4610-203
Margaride Santa Eulália,4610-204
Margaride Santa Eulália,4610-205
Margaride Santa Eulália,4610-206
Margaride Santa Eulália,4610-207
Margaride Santa Eulália,4610-208
Margaride Santa Eulália,4610-209
Margaride Santa Eulália,4610-210
Margaride Santa Eulália,4610-211
Margaride Santa Eulália,4610-212
Margaride Santa Eulália,4610-213
Margaride Santa Eulália,4610-214
Margaride Santa Eulália,4610-215
Margaride Santa Eulália,4610-216
Margaride Santa Eulália,4610-217
Margaride Santa Eulália,4610-218
Margaride Santa Eulália,4610-219
Margaride Santa Eulália,4610-251
Margaride Santa Eulália,4610-252
Margaride Santa Eulália,4610-253
Margaride Santa Eulália,4610-254
Margaride Santa Eulália,4610-255
Margaride Santa Eulália,4610-256
Margaride Santa Eulália,4610-257
Margaride Santa Eulália,4610-258
Margaride Santa Eulália,4610-259
Margaride Santa Eulália,4610-260
Margaride Santa Eulália,4610-261
Margaride Santa Eulália,4610-262
Margaride Santa Eulália,4610-263
Margaride Santa Eulália,4610-264
Margaride Santa Eulália,4610-265
Margaride Santa Eulália,4610-266
Margaride Santa Eulália,4610-267
Margaride Santa Eulália,4610-268
Margaride Santa Eulália,4610-269
Margaride Santa Eulália,4610-270
Margaride Santa Eulália,4610-271
Margaride Santa Eulália,4610-272
Margaride Santa Eulália,4610-273
Margaride Santa Eulália,4610-274
Margaride Santa Eulália,4610-275
Margaride Santa Eulália,4610-276
Margem,6040-071
Margem,6040-072
Margem,6040-073
Margem,6040-074
Margem,6040-075
Margem,6040-076
Margem,6040-077
Margem,6040-078
Margem,6040-079
Marialva,6430-081
Marinha das Ondas,3080-484
Marinha das Ondas,3080-485
Marinha Grande,2430-011
Marinha Grande,2430-012
Marinha Grande,2430-021
Marinha Grande,2430-022
Marinha Grande,2430-023
Marinha Grande,2430-024
Marinha Grande,2430-025
Marinha Grande,2430-026
Marinha Grande,2430-027
Marinha Grande,2430-028
Marinha Grande,2430-029
Marinha Grande,2430-030
Marinha Grande,2430-031
Marinha Grande,2430-032
Marinha Grande,2430-033
Marinha Grande,2430-034
Marinha Grande,2430-035
Marinha Grande,2430-036
Marinha Grande,2430-037
Marinha Grande,2430-038
Marinha Grande,2430-039
Marinha Grande,2430-040
Marinha Grande,2430-041
Marinha Grande,2430-042
Marinha Grande,2430-043
Marinha Grande,2430-044
Marinha Grande,2430-045
Marinha Grande,2430-048
Marinha Grande,2430-049
Marinha Grande,2430-050
Marinha Grande,2430-051
Marinha Grande,2430-052
Marinha Grande,2430-053
Marinha Grande,2430-054
Marinha Grande,2430-055
Marinha Grande,2430-056
Marinha Grande,2430-057
Marinha Grande,2430-058
Marinha Grande,2430-059
Marinha Grande,2430-061
Marinha Grande,2430-062
Marinha Grande,2430-063
Marinha Grande,2430-064
Marinha Grande,2430-065
Marinha Grande,2430-066
Marinha Grande,2430-067
Marinha Grande,2430-068
Marinha Grande,2430-069
Marinha Grande,2430-070
Marinha Grande,2430-071
Marinha Grande,2430-072
Marinha Grande,2430-091
Marinha Grande,2430-092
Marinha Grande,2430-093
Marinha Grande,2430-094
Marinha Grande,2430-095
Marinha Grande,2430-096
Marinha Grande,2430-097
Marinha Grande,2430-098
Marinha Grande,2430-099
Marinha Grande,2430-100
Marinha Grande,2430-101
Marinha Grande,2430-102
Marinha Grande,2430-103
Marinha Grande,2430-104
Marinha Grande,2430-105
Marinha Grande,2430-106
Marinha Grande,2430-107
Marinha Grande,2430-108
Marinha Grande,2430-109
Marinha Grande,2430-110
Marinha Grande,2430-111
Marinha Grande,2430-112
Marinha Grande,2430-113
Marinha Grande,2430-114
Marinha Grande,2430-115
Marinha Grande,2430-116
Marinha Grande,2430-117
Marinha Grande,2430-118
Marinha Grande,2430-119
Marinha Grande,2430-120
Marinha Grande,2430-121
Marinha Grande,2430-122
Marinha Grande,2430-123
Marinha Grande,2430-124
Marinha Grande,2430-125
Marinha Grande,2430-126
Marinha Grande,2430-127
Marinha Grande,2430-128
Marinha Grande,2430-130
Marinha Grande,2430-131
Marinha Grande,2430-132
Marinha Grande,2430-133
Marinha Grande,2430-134
Marinha Grande,2430-136
Marinha Grande,2430-137
Marinha Grande,2430-138
Marinha Grande,2430-151
Marinha Grande,2430-152
Marinha Grande,2430-153
Marinha Grande,2430-154
Marinha Grande,2430-155
Marinha Grande,2430-156
Marinha Grande,2430-157
Marinha Grande,2430-158
Marinha Grande,2430-159
Marinha Grande,2430-160
Marinha Grande,2430-161
Marinha Grande,2430-162
Marinha Grande,2430-163
Marinha Grande,2430-164
Marinha Grande,2430-165
Marinha Grande,2430-170
Marinha Grande,2430-200
Marinha Grande,2430-201
Marinha Grande,2430-202
Marinha Grande,2430-203
Marinha Grande,2430-204
Marinha Grande,2430-205
Marinha Grande,2430-206
Marinha Grande,2430-207
Marinha Grande,2430-208
Marinha Grande,2430-209
Marinha Grande,2430-210
Marinha Grande,2430-211
Marinha Grande,2430-212
Marinha Grande,2430-213
Marinha Grande,2430-214
Marinha Grande,2430-215
Marinha Grande,2430-216
Marinha Grande,2430-217
Marinha Grande,2430-218
Marinha Grande,2430-219
Marinha Grande,2430-220
Marinha Grande,2430-221
Marinha Grande,2430-222
Marinha Grande,2430-223
Marinha Grande,2430-224
Marinha Grande,2430-225
Marinha Grande,2430-226
Marinha Grande,2430-227
Marinha Grande,2430-228
Marinha Grande,2430-229
Marinha Grande,2430-230
Marinha Grande,2430-231
Marinha Grande,2430-232
Marinha Grande,2430-233
Marinha Grande,2430-234
Marinha Grande,2430-235
Marinha Grande,2430-236
Marinha Grande,2430-237
Marinha Grande,2430-238
Marinha Grande,2430-239
Marinha Grande,2430-240
Marinha Grande,2430-241
Marinha Grande,2430-242
Marinha Grande,2430-243
Marinha Grande,2430-244
Marinha Grande,2430-245
Marinha Grande,2430-246
Marinha Grande,2430-247
Marinha Grande,2430-248
Marinha Grande,2430-249
Marinha Grande,2430-250
Marinha Grande,2430-251
Marinha Grande,2430-252
Marinha Grande,2430-253
Marinha Grande,2430-254
Marinha Grande,2430-255
Marinha Grande,2430-256
Marinha Grande,2430-257
Marinha Grande,2430-258
Marinha Grande,2430-259
Marinha Grande,2430-260
Marinha Grande,2430-261
Marinha Grande,2430-262
Marinha Grande,2430-263
Marinha Grande,2430-264
Marinha Grande,2430-265
Marinha Grande,2430-266
